z,n,name,bindingEnergy,bindingEnergykev,bindingEnergy per nucleon,bindingEnergyUncertainty
101,146,247Md,1837.68,1837680,7.44E+3,1
101,146,247Md,1837.68,1837680,7.44E+3,1
101,145,246Md,1830.24,1830240,7.44E+3,1
101,145,246Md,1830.24,1830240,7.44E+3,1
101,148,249Md,1852.56,1852560,7.44E+3,6.60E-1
101,148,249Md,1852.56,1852560,7.44E+3,6.60E-1
101,147,248Md,1845.12,1845120,7.44E+3,1
101,149,250Md,1860,1860000,7.44E+3,3.63E-1
101,149,250Md,1860,1860000,7.44E+3,3.63E-1
102,158,260No,1921.4,1921400,7.39E+3,1
102,157,259No,1914.01,1914010,7.39E+3,2.46E-2
102,156,258No,1909.2,1909200,7.40E+3,0
102,155,257No,1901.8,1901800,7.40E+3,2.41E-2
102,154,256No,1896.96,1896960,7.41E+3,2.95E-2
102,153,255No,1889.55,1889550,7.41E+3,5.51E-2
102,152,254No,1884.68,1884680,7.42E+3,3.80E-2
102,152,254No,1884.68,1884680,7.42E+3,3.80E-2
102,151,253No,1877.26,1877260,7.42E+3,2.73E-2
102,150,252No,1869.84,1869840,7.42E+3,3.69E-2
102,150,252No,1869.84,1869840,7.42E+3,3.69E-2
102,160,262No,1933.56,1933560,7.38E+3,1
102,149,251No,1862.42,1862420,7.42E+3,1
102,149,251No,1862.42,1862420,7.42E+3,1
102,148,250No,1855,1855000,7.42E+3,1
102,147,249No,1847.58,1847580,7.42E+3,1
103,159,262Lr,1930.94,1930940,7.37E+3,1
103,158,261Lr,1926.18,1926180,7.38E+3,1
103,155,258Lr,1906.62,1906620,7.39E+3,0
103,154,257Lr,1899.23,1899230,7.39E+3,0
103,154,257Lr,1899.23,1899230,7.39E+3,0
103,157,260Lr,1918.8,1918800,7.38E+3,0
103,156,259Lr,1914.01,1914010,7.39E+3,0
103,151,254Lr,1879.6,1879600,7.40E+3,3.59E-1
103,151,254Lr,1879.6,1879600,7.40E+3,3.59E-1
103,150,253Lr,1872.2,1872200,7.40E+3,6.50E-1
103,150,253Lr,1872.2,1872200,7.40E+3,6.50E-1
103,153,256Lr,1891.84,1891840,7.39E+3,3.23E-1
103,152,255Lr,1887,1887000,7.40E+3,6.94E-2
103,152,255Lr,1887,1887000,7.40E+3,6.94E-2
103,161,264Lr,1943.04,1943040,7.36E+3,2
103,163,266Lr,1952.44,1952440,7.34E+3,2
103,148,251Lr,1857.4,1857400,7.40E+3,1
103,148,251Lr,1857.4,1857400,7.40E+3,1
103,149,252Lr,1864.8,1864800,7.40E+3,1
104,163,267Rf,1959.78,1959780,7.34E+3,2
104,161,265Rf,1947.75,1947750,7.35E+3,1
104,156,260Rf,1916.2,1916200,7.37E+3,1
104,155,259Rf,1908.83,1908830,7.37E+3,0
104,154,258Rf,1904.04,1904040,7.38E+3,6.24E-2
104,153,257Rf,1896.66,1896660,7.38E+3,4.21E-2
104,153,257Rf,1896.66,1896660,7.38E+3,4.21E-2
104,159,263Rf,1935.68,1935680,7.36E+3,1
104,158,262Rf,1930.94,1930940,7.37E+3,1
104,157,261Rf,1923.57,1923570,7.37E+3,2.51E-1
104,157,261Rf,1923.57,1923570,7.37E+3,2.51E-1
104,152,256Rf,1889.28,1889280,7.38E+3,6.97E-2
104,151,255Rf,1881.9,1881900,7.38E+3,1
104,150,254Rf,1874.52,1874520,7.38E+3,1
104,149,253Rf,1867.14,1867140,7.38E+3,2
105,163,268Db,1961.76,1961760,7.32E+3,2
105,165,270Db,1973.7,1973700,7.31E+3,2
105,162,267Db,1957.11,1957110,7.33E+3,1
105,161,266Db,1949.78,1949780,7.33E+3,1
105,153,258Db,1896.3,1896300,7.35E+3,3.56E-1
105,153,258Db,1896.3,1896300,7.35E+3,3.56E-1
105,152,257Db,1891.52,1891520,7.36E+3,6.40E-1
105,152,257Db,1891.52,1891520,7.36E+3,6.40E-1
105,155,260Db,1911,1911000,7.35E+3,0
105,154,259Db,1906.24,1906240,7.36E+3,2.18E-1
105,157,262Db,1925.7,1925700,7.35E+3,1
105,156,261Db,1918.35,1918350,7.35E+3,0
105,158,263Db,1933.05,1933050,7.35E+3,1
105,151,256Db,1881.6,1881600,7.35E+3,1
105,150,255Db,1874.25,1874250,7.35E+3,1
105,150,255Db,1874.25,1874250,7.35E+3,1
106,158,264Sg,1935.12,1935120,7.33E+3,1
106,157,263Sg,1927.79,1927790,7.33E+3,0
106,157,263Sg,1927.79,1927790,7.33E+3,0
106,156,262Sg,1923.08,1923080,7.34E+3,8.46E-2
106,155,261Sg,1913.13,1913130,7.33E+3,7.09E-2
106,154,260Sg,1908.4,1908400,7.34E+3,7.90E-2
106,153,259Sg,1901.06,1901060,7.34E+3,1
106,153,259Sg,1901.06,1901060,7.34E+3,1
106,152,258Sg,1893.72,1893720,7.34E+3,2
106,159,265Sg,1942.45,1942450,7.33E+3,1
106,159,265Sg,1942.45,1942450,7.33E+3,1
106,161,267Sg,1954.44,1954440,7.32E+3,1
106,160,266Sg,1949.78,1949780,7.33E+3,1
106,165,271Sg,1978.3,1978300,7.30E+3,2
106,163,269Sg,1966.39,1966390,7.31E+3,1
107,171,278Bh,2015.5,2015500,7.25E+3,1
107,155,262Bh,1915.22,1915220,7.31E+3,3.55E-1
107,155,262Bh,1915.22,1915220,7.31E+3,3.55E-1
107,154,261Bh,1907.91,1907910,7.31E+3,6.88E-1
107,157,264Bh,1929.84,1929840,7.31E+3,1
107,153,260Bh,1900.6,1900600,7.31E+3,1
107,160,267Bh,1951.77,1951770,7.31E+3,1
107,165,272Bh,1982.88,1982880,7.29E+3,2
107,167,274Bh,1991.98,1991980,7.27E+3,2
107,164,271Bh,1975.59,1975590,7.29E+3,1
107,163,270Bh,1971,1971000,7.30E+3,1
107,159,266Bh,1944.46,1944460,7.31E+3,1
107,158,265Bh,1937.15,1937150,7.31E+3,1
108,159,267Hs,1946.43,1946430,7.29E+3,0
108,159,267Hs,1946.43,1946430,7.29E+3,0
108,158,266Hs,1939.14,1939140,7.29E+3,1.01E-1
108,158,266Hs,1939.14,1939140,7.29E+3,1.01E-1
108,157,265Hs,1931.85,1931850,7.29E+3,9.03E-2
108,163,271Hs,1972.88,1972880,7.28E+3,1
108,162,270Hs,1968.3,1968300,7.29E+3,1
108,161,269Hs,1961.01,1961010,7.29E+3,0
108,160,268Hs,1953.72,1953720,7.29E+3,1
108,167,275Hs,1996.5,1996500,7.26E+3,2
108,165,273Hs,1984.71,1984710,7.27E+3,1
108,156,264Hs,1924.56,1924560,7.29E+3,1.09E-1
108,155,263Hs,1917.27,1917270,7.29E+3,1
108,169,277Hs,2008.25,2008250,7.25E+3,2
109,168,277Mt,2005.48,2005480,7.24E+3,2
109,167,276Mt,2001,2001000,7.25E+3,2
109,167,276Mt,2001,2001000,7.25E+3,2
109,169,278Mt,2012.72,2012720,7.24E+3,2
109,161,270Mt,1962.9,1962900,7.27E+3,1
109,166,275Mt,1993.75,1993750,7.25E+3,1
109,165,274Mt,1986.5,1986500,7.25E+3,1
109,157,266Mt,1933.82,1933820,7.27E+3,3.62E-1
109,159,268Mt,1948.36,1948360,7.27E+3,1
110,157,267Ds,1933.08,1933080,7.24E+3,1
110,159,269Ds,1950.25,1950250,7.25E+3,1.16E-1
110,171,281Ds,2028.82,2028820,7.22E+3,2
110,170,280Ds,2021.6,2021600,7.22E+3,3
110,172,282Ds,2033.22,2033220,7.21E+3,1
110,160,270Ds,1957.5,1957500,7.25E+3,1.45E-1
110,167,277Ds,2002.71,2002710,7.23E+3,1
110,163,273Ds,1979.25,1979250,7.25E+3,1
110,161,271Ds,1964.75,1964750,7.25E+3,0
110,161,271Ds,1964.75,1964750,7.25E+3,0
110,169,279Ds,2014.38,2014380,7.22E+3,2
110,169,279Ds,2014.38,2014380,7.22E+3,2
111,175,286Rg,2053.48,2053480,7.18E+3,2
111,171,282Rg,2030.4,2030400,7.20E+3,2
111,170,281Rg,2023.2,2023200,7.20E+3,3
111,167,278Rg,2004.38,2004380,7.21E+3,1
111,163,274Rg,1978.28,1978280,7.22E+3,1
111,161,272Rg,1963.84,1963840,7.22E+3,1
111,168,279Rg,2011.59,2011590,7.21E+3,2
111,169,280Rg,2018.8,2018800,7.21E+3,2
112,165,277Cn,1994.4,1994400,7.20E+3,1
112,169,281Cn,2020.39,2020390,7.19E+3,1
112,174,286Cn,2053.48,2053480,7.18E+3,2
112,170,282Cn,2027.58,2027580,7.19E+3,2
112,171,283Cn,2034.77,2034770,7.19E+3,2
112,172,284Cn,2041.96,2041960,7.19E+3,3
112,173,285Cn,2046.3,2046300,7.18E+3,2
113,165,278Nh,1996.04,1996040,7.18E+3,1
113,169,282Nh,2021.94,2021940,7.17E+3,1
113,171,284Nh,2036.28,2036280,7.17E+3,2
113,172,285Nh,2043.45,2043450,7.17E+3,3
113,170,283Nh,2029.11,2029110,7.17E+3,2
113,173,286Nh,2047.76,2047760,7.16E+3,2
113,177,290Nh,2073.5,2073500,7.15E+3,2
114,170,284Fl,2033.44,2033440,7.16E+3,2
114,171,285Fl,2037.75,2037750,7.15E+3,1
114,172,286Fl,2044.9,2044900,7.15E+3,2
114,173,287Fl,2052.05,2052050,7.15E+3,2
114,174,288Fl,2059.2,2059200,7.15E+3,3
114,175,289Fl,2063.46,2063460,7.14E+3,2
114,176,290Fl,2070.6,2070600,7.14E+3,2
115,175,290Mc,2067.7,2067700,7.13E+3,2
115,173,288Mc,2053.44,2053440,7.13E+3,2
115,174,289Mc,2060.57,2060570,7.13E+3,3
115,172,287Mc,2046.31,2046310,7.13E+3,2
116,174,290Lv,2064.8,2064800,7.12E+3,2
116,175,291Lv,2069.01,2069010,7.11E+3,2
116,176,292Lv,2076.12,2076120,7.11E+3,3
116,177,293Lv,2083.23,2083230,7.11E+3,2
117,176,293Ts,2077.37,2077370,7.09E+3,3
117,177,294Ts,2084.46,2084460,7.09E+3,2
118,176,294Og,2078.58,2078580,7.07E+3,2
