z,n,name,bindingEnergy,bindingEnergykev,bindingEnergy per nucleon,bindingEnergyUncertainty
59,76,135Pr,1123.2,1123200,8.32E+3,8.75E-2
59,75,134Pr,1113.54,1113540,8.31E+3,1.51E-1
59,75,134Pr,1113.54,1113540,8.31E+3,1.51E-1
59,70,129Pr,1064.25,1064250,8.25E+3,2.31E-1
59,72,131Pr,1084.68,1084680,8.28E+3,3.58E-1
59,72,131Pr,1084.68,1084680,8.28E+3,3.58E-1
59,71,130Pr,1073.8,1073800,8.26E+3,4.94E-1
59,71,130Pr,1073.8,1073800,8.26E+3,4.94E-1
59,78,137Pr,1142.58,1142580,8.34E+3,5.94E-2
59,77,136Pr,1132.88,1132880,8.33E+3,8.42E-2
59,79,138Pr,1149.54,1149540,8.33E+3,7.26E-2
59,79,138Pr,1149.54,1149540,8.33E+3,7.26E-2
60,103,163Nd,1302.37,1302370,7.99E+3,3
60,101,161Nd,1294.44,1294440,8.04E+3,2
60,102,162Nd,1299.24,1299240,8.02E+3,2
60,100,160Nd,1289.6,1289600,8.06E+3,2.91E-1
60,74,134Nd,1109.52,1109520,8.28E+3,8.82E-2
60,73,133Nd,1098.58,1098580,8.26E+3,3.50E-1
60,73,133Nd,1098.58,1098580,8.26E+3,3.50E-1
60,72,132Nd,1089,1089000,8.25E+3,1.83E-1
60,71,131Nd,1078.13,1078130,8.23E+3,2.10E-1
60,70,130Nd,1068.6,1068600,8.22E+3,2.15E-1
60,79,139Nd,1156.48,1156480,8.32E+3,1.98E-1
60,79,139Nd,1156.48,1156480,8.32E+3,1.98E-1
60,78,138Nd,1148.16,1148160,8.32E+3,8.40E-2
60,77,137Nd,1137.1,1137100,8.30E+3,8.56E-2
60,77,137Nd,1137.1,1137100,8.30E+3,8.56E-2
60,76,136Nd,1128.8,1128800,8.30E+3,8.69E-2
60,75,135Nd,1117.8,1117800,8.28E+3,1.41E-1
60,75,135Nd,1117.8,1117800,8.28E+3,1.41E-1
60,85,145Nd,1203.5,1203500,8.30E+3,8.80E-3
60,84,144Nd,1198.08,1198080,8.32E+3,8.69E-3
60,83,143Nd,1191.19,1191190,8.33E+3,8.80E-3
60,82,142Nd,1184.28,1184280,8.34E+3,8.80E-3
60,81,141Nd,1174.53,1174530,8.33E+3,2.25E-2
60,81,141Nd,1174.53,1174530,8.33E+3,2.25E-2
60,80,140Nd,1166.2,1166200,8.33E+3,2.33E-2
60,89,149Nd,1229.25,1229250,8.25E+3,1.38E-2
60,88,148Nd,1223.96,1223960,8.27E+3,1.39E-2
60,87,147Nd,1217.16,1217160,8.28E+3,8.69E-3
60,86,146Nd,1211.8,1211800,8.30E+3,8.69E-3
60,96,156Nd,1271.4,1271400,8.15E+3,8.40E-3
60,95,155Nd,1266.35,1266350,8.17E+3,5.91E-2
60,94,154Nd,1261.26,1261260,8.19E+3,6.70E-3
60,93,153Nd,1254.6,1254600,8.20E+3,1.80E-2
60,92,152Nd,1249.44,1249440,8.22E+3,1.61E-1
60,91,151Nd,1242.73,1242730,8.23E+3,7.50E-3
60,90,150Nd,1236,1236000,8.24E+3,7.50E-3
60,99,159Nd,1284.72,1284720,8.08E+3,1.87E-1
60,98,158Nd,1281.38,1281380,8.11E+3,8.30E-3
60,97,157Nd,1276.41,1276410,8.13E+3,1.36E-2
60,69,129Nd,1056.51,1056510,8.19E+3,2
60,69,129Nd,1056.51,1056510,8.19E+3,2
60,68,128Nd,1045.76,1045760,8.17E+3,2
60,67,127Nd,1033.78,1033780,8.14E+3,2
60,66,126Nd,1023.12,1023120,8.12E+3,2
60,65,125Nd,1010,1010000,8.08E+3,3
61,69,130Pm,1056.9,1056900,8.13E+3,2
61,68,129Pm,1046.19,1046190,8.11E+3,2
61,67,128Pm,1032.96,1032960,8.07E+3,2
61,75,136Pm,1120.64,1120640,8.24E+3,5.07E-1
61,75,136Pm,1120.64,1120640,8.24E+3,5.07E-1
61,74,135Pm,1111.05,1111050,8.23E+3,6.14E-1
61,74,135Pm,1111.05,1111050,8.23E+3,6.14E-1
61,73,134Pm,1100.14,1100140,8.21E+3,3.12E-1
61,73,134Pm,1100.14,1100140,8.21E+3,3.12E-1
61,72,133Pm,1090.6,1090600,8.20E+3,3.78E-1
61,72,133Pm,1090.6,1090600,8.20E+3,3.78E-1
61,71,132Pm,1078.44,1078440,8.17E+3,1
61,70,131Pm,1068.96,1068960,8.16E+3,2
61,79,140Pm,1159.2,1159200,8.28E+3,1.73E-1
61,79,140Pm,1159.2,1159200,8.28E+3,1.73E-1
61,78,139Pm,1150.92,1150920,8.28E+3,9.78E-2
61,78,139Pm,1150.92,1150920,8.28E+3,9.78E-2
61,77,138Pm,1139.88,1139880,8.26E+3,8.40E-2
61,76,137Pm,1131.62,1131620,8.26E+3,9.52E-2
61,76,137Pm,1131.62,1131620,8.26E+3,9.52E-2
61,86,147Pm,1217.16,1217160,8.28E+3,8.80E-3
61,85,146Pm,1208.88,1208880,8.28E+3,2.93E-2
61,84,145Pm,1203.5,1203500,8.30E+3,1.93E-2
61,83,144Pm,1195.2,1195200,8.30E+3,2.02E-2
61,82,143Pm,1188.33,1188330,8.31E+3,2.06E-2
61,81,142Pm,1178.6,1178600,8.30E+3,1.66E-1
61,80,141Pm,1170.3,1170300,8.30E+3,9.90E-2
61,89,150Pm,1236,1236000,8.24E+3,1.33E-1
61,88,149Pm,1230.74,1230740,8.26E+3,1.47E-2
61,87,148Pm,1222.48,1222480,8.26E+3,3.83E-2
61,87,148Pm,1222.48,1222480,8.26E+3,3.83E-2
61,97,158Pm,1286.12,1286120,8.14E+3,5.60E-3
61,96,157Pm,1281.12,1281120,8.16E+3,4.46E-2
61,95,156Pm,1274.52,1274520,8.17E+3,7.60E-3
61,95,156Pm,1274.52,1274520,8.17E+3,7.60E-3
61,94,155Pm,1269.45,1269450,8.19E+3,3.04E-2
61,93,154Pm,1262.8,1262800,8.20E+3,1.62E-1
61,93,154Pm,1262.8,1262800,8.20E+3,1.62E-1
61,92,153Pm,1257.66,1257660,8.22E+3,5.92E-2
61,91,152Pm,1249.44,1249440,8.22E+3,1.70E-1
61,91,152Pm,1249.44,1249440,8.22E+3,1.70E-1
61,91,152Pm,1249.44,1249440,8.22E+3,1.70E-1
61,90,151Pm,1244.24,1244240,8.24E+3,3.05E-2
61,99,160Pm,1296,1296000,8.10E+3,1.28E-2
61,99,160Pm,1296,1296000,8.10E+3,1.28E-2
61,98,159Pm,1291.08,1291080,8.12E+3,6.31E-2
61,104,165Pm,1318.35,1318350,7.99E+3,3
61,100,161Pm,1300.88,1300880,8.08E+3,5.61E-2
61,101,162Pm,1305.72,1305720,8.06E+3,2
61,102,163Pm,1310.52,1310520,8.04E+3,2
61,103,164Pm,1313.64,1313640,8.01E+3,2
62,67,129Sm,1034.58,1034580,8.02E+3,4
62,68,130Sm,1047.8,1047800,8.06E+3,3
62,69,131Sm,1058.48,1058480,8.08E+3,3
62,77,139Sm,1145.36,1145360,8.24E+3,7.83E-2
62,77,139Sm,1145.36,1145360,8.24E+3,7.83E-2
62,78,140Sm,1156.4,1156400,8.26E+3,8.93E-2
62,79,141Sm,1164.66,1164660,8.26E+3,6.05E-2
62,79,141Sm,1164.66,1164660,8.26E+3,6.05E-2
62,70,132Sm,1071.84,1071840,8.12E+3,2
62,71,133Sm,1081.29,1081290,8.13E+3,2
62,71,133Sm,1081.29,1081290,8.13E+3,2
62,72,134Sm,1093.44,1093440,8.16E+3,1
62,73,135Sm,1102.95,1102950,8.17E+3,1.14
62,74,136Sm,1115.2,1115200,8.20E+3,9.19E-2
62,75,137Sm,1124.77,1124770,8.21E+3,2.08E-1
62,76,138Sm,1135.74,1135740,8.23E+3,8.56E-2
62,88,150Sm,1239,1239000,8.26E+3,7.40E-3
62,89,151Sm,1244.24,1244240,8.24E+3,7.40E-3
62,80,142Sm,1175.76,1175760,8.28E+3,1.31E-2
62,81,143Sm,1184.04,1184040,8.28E+3,1.91E-2
62,81,143Sm,1184.04,1184040,8.28E+3,1.91E-2
62,82,144Sm,1195.2,1195200,8.30E+3,1.01E-2
62,83,145Sm,1202.05,1202050,8.29E+3,1.02E-2
62,84,146Sm,1210.34,1210340,8.29E+3,2.08E-2
62,85,147Sm,1217.16,1217160,8.28E+3,8.60E-3
62,86,148Sm,1223.96,1223960,8.27E+3,8.40E-3
62,87,149Sm,1230.74,1230740,8.26E+3,7.80E-3
62,102,164Sm,1321.84,1321840,8.06E+3,2.50E-2
62,101,163Sm,1317.04,1317040,8.08E+3,4.51E-2
62,100,162Sm,1312.2,1312200,8.10E+3,2.18E-2
62,106,168Sm,1338.96,1338960,7.97E+3,2
62,105,167Sm,1334.33,1334330,7.99E+3,3
62,104,166Sm,1331.32,1331320,8.02E+3,2
62,103,165Sm,1326.6,1326600,8.04E+3,2
62,99,161Sm,1307.32,1307320,8.12E+3,4.23E-2
62,90,152Sm,1252.48,1252480,8.24E+3,6.70E-3
62,91,153Sm,1257.66,1257660,8.22E+3,6.70E-3
62,92,154Sm,1265.88,1265880,8.22E+3,8.50E-3
62,93,155Sm,1272.55,1272550,8.21E+3,8.60E-3
62,94,156Sm,1279.2,1279200,8.20E+3,5.46E-2
62,95,157Sm,1284.26,1284260,8.18E+3,2.82E-2
62,96,158Sm,1290.86,1290860,8.17E+3,3.03E-2
62,97,159Sm,1295.85,1295850,8.15E+3,3.73E-2
62,98,160Sm,1302.4,1302400,8.14E+3,1.22E-2
63,107,170Eu,1353.2,1353200,7.96E+3,3
63,106,169Eu,1350.31,1350310,7.99E+3,3
63,101,164Eu,1326.76,1326760,8.09E+3,1.26E-2
63,100,163Eu,1321.93,1321930,8.11E+3,5.60E-3
63,103,166Eu,1336.3,1336300,8.05E+3,1
63,102,165Eu,1333.2,1333200,8.08E+3,3.16E-2
63,105,168Eu,1345.68,1345680,8.01E+3,2
63,104,167Eu,1341.01,1341010,8.03E+3,2
63,67,130Eu,1033.5,1033500,7.95E+3,4
63,68,131Eu,1046.69,1046690,7.99E+3,3
63,69,132Eu,1057.32,1057320,8.01E+3,3
63,78,141Eu,1157.61,1157610,8.21E+3,8.96E-2
63,78,141Eu,1157.61,1157610,8.21E+3,8.96E-2
63,79,142Eu,1167.24,1167240,8.22E+3,2.11E-1
63,79,142Eu,1167.24,1167240,8.22E+3,2.11E-1
63,71,134Eu,1081.38,1081380,8.07E+3,2
63,72,135Eu,1093.5,1093500,8.10E+3,1
63,73,136Eu,1104.32,1104320,8.12E+3,1
63,73,136Eu,1104.32,1104320,8.12E+3,1
63,74,137Eu,1116.55,1116550,8.15E+3,3.20E-2
63,75,138Eu,1126.08,1126080,8.16E+3,2.02E-1
63,76,139Eu,1137.02,1137020,8.18E+3,9.46E-2
63,77,140Eu,1146.6,1146600,8.19E+3,3.68E-1
63,77,140Eu,1146.6,1146600,8.19E+3,3.68E-1
63,89,152Eu,1249.44,1249440,8.22E+3,7.70E-3
63,89,152Eu,1249.44,1249440,8.22E+3,7.70E-3
63,89,152Eu,1249.44,1249440,8.22E+3,7.70E-3
63,80,143Eu,1178.32,1178320,8.24E+3,7.67E-2
63,81,144Eu,1188,1188000,8.25E+3,7.49E-2
63,82,145Eu,1197.7,1197700,8.26E+3,2.11E-2
63,83,146Eu,1205.96,1205960,8.26E+3,4.12E-2
63,84,147Eu,1214.22,1214220,8.26E+3,1.75E-2
63,85,148Eu,1221,1221000,8.25E+3,6.73E-2
63,86,149Eu,1229.25,1229250,8.25E+3,2.62E-2
63,87,150Eu,1236,1236000,8.24E+3,4.15E-2
63,87,150Eu,1236,1236000,8.24E+3,4.15E-2
63,88,151Eu,1242.73,1242730,8.23E+3,7.70E-3
63,90,153Eu,1257.66,1257660,8.22E+3,7.70E-3
63,91,154Eu,1264.34,1264340,8.21E+3,7.70E-3
63,91,154Eu,1264.34,1264340,8.21E+3,7.70E-3
63,92,155Eu,1272.55,1272550,8.21E+3,8.10E-3
63,93,156Eu,1279.2,1279200,8.20E+3,2.25E-2
63,94,157Eu,1285.83,1285830,8.19E+3,2.70E-2
63,95,158Eu,1292.44,1292440,8.18E+3,1.29E-2
63,96,159Eu,1299.03,1299030,8.17E+3,2.72E-2
63,97,160Eu,1305.6,1305600,8.16E+3,5.70E-3
63,97,160Eu,1305.6,1305600,8.16E+3,5.70E-3
63,98,161Eu,1310.54,1310540,8.14E+3,6.46E-2
63,99,162Eu,1315.44,1315440,8.12E+3,8.10E-3
63,99,162Eu,1315.44,1315440,8.12E+3,8.10E-3
64,79,143Gd,1171.17,1171170,8.19E+3,1.4
64,79,143Gd,1171.17,1171170,8.19E+3,1.4
64,70,134Gd,1072,1072000,8.00E+3,3
64,72,136Gd,1096.16,1096160,8.06E+3,2
64,71,135Gd,1082.7,1082700,8.02E+3,3
64,74,138Gd,1119.18,1119180,8.11E+3,1
64,73,137Gd,1106.96,1106960,8.08E+3,2
64,76,140Gd,1141,1141000,8.15E+3,1.99E-1
64,75,139Gd,1128.68,1128680,8.12E+3,1
64,75,139Gd,1128.68,1128680,8.12E+3,1
64,78,142Gd,1162.98,1162980,8.19E+3,1.96E-1
64,77,141Gd,1150.56,1150560,8.16E+3,1.40E-1
64,77,141Gd,1150.56,1150560,8.16E+3,1.40E-1
64,81,145Gd,1191.9,1191900,8.22E+3,1.36E-1
64,81,145Gd,1191.9,1191900,8.22E+3,1.36E-1
64,80,144Gd,1183.68,1183680,8.22E+3,1.94E-1
64,83,147Gd,1211.28,1211280,8.24E+3,1.28E-2
64,82,146Gd,1203.04,1203040,8.24E+3,2.79E-2
64,85,149Gd,1226.27,1226270,8.23E+3,2.22E-2
64,84,148Gd,1219.52,1219520,8.24E+3,9.90E-3
64,87,151Gd,1242.73,1242730,8.23E+3,1.98E-2
64,86,150Gd,1236,1236000,8.24E+3,4.04E-2
64,89,153Gd,1257.66,1257660,8.22E+3,6.60E-3
64,88,152Gd,1250.96,1250960,8.23E+3,6.60E-3
64,90,154Gd,1265.88,1265880,8.22E+3,6.50E-3
64,92,156Gd,1280.76,1280760,8.21E+3,6.30E-3
64,91,155Gd,1272.55,1272550,8.21E+3,6.30E-3
64,94,158Gd,1295.6,1295600,8.20E+3,6.20E-3
64,93,157Gd,1287.4,1287400,8.20E+3,6.20E-3
64,96,160Gd,1308.8,1308800,8.18E+3,7.00E-3
64,95,159Gd,1300.62,1300620,8.18E+3,6.20E-3
64,98,162Gd,1320.3,1320300,8.15E+3,2.45E-2
64,97,161Gd,1313.76,1313760,8.16E+3,9.29E-3
64,99,163Gd,1326.82,1326820,8.14E+3,4.90E-3
64,99,163Gd,1326.82,1326820,8.14E+3,4.90E-3
64,104,168Gd,1354.08,1354080,8.06E+3,2
64,103,167Gd,1347.69,1347690,8.07E+3,3.12E-2
64,102,166Gd,1342.94,1342940,8.09E+3,9.50E-3
64,101,165Gd,1338.15,1338150,8.11E+3,7.90E-3
64,100,164Gd,1331.68,1331680,8.12E+3,6.10E-3
64,108,172Gd,1370.84,1370840,7.97E+3,2
64,107,171Gd,1366.29,1366290,7.99E+3,3
64,106,170Gd,1361.7,1361700,8.01E+3,3
64,105,169Gd,1357.07,1357070,8.03E+3,2
65,101,166Tb,1346.26,1346260,8.11E+3,8.80E-3
65,100,165Tb,1341.45,1341450,8.13E+3,9.29E-3
65,103,168Tb,1357.44,1357440,8.08E+3,2.50E-2
65,102,167Tb,1352.7,1352700,8.10E+3,1.15E-2
65,109,174Tb,1385.04,1385040,7.96E+3,3
65,108,173Tb,1380.54,1380540,7.98E+3,3
65,105,170Tb,1366.8,1366800,8.04E+3,2
65,104,169Tb,1362.14,1362140,8.06E+3,2
65,107,172Tb,1376,1376000,8.00E+3,3
65,106,171Tb,1373.13,1373130,8.03E+3,2
65,80,145Tb,1184.65,1184650,8.17E+3,7.64E-1
65,82,147Tb,1205.4,1205400,8.20E+3,5.51E-2
65,82,147Tb,1205.4,1205400,8.20E+3,5.51E-2
65,81,146Tb,1194.28,1194280,8.18E+3,3.07E-1
65,81,146Tb,1194.28,1194280,8.18E+3,3.07E-1
65,84,149Tb,1221.8,1221800,8.20E+3,2.44E-2
65,84,149Tb,1221.8,1221800,8.20E+3,2.44E-2
65,83,148Tb,1213.6,1213600,8.20E+3,8.42E-2
65,83,148Tb,1213.6,1213600,8.20E+3,8.42E-2
65,86,151Tb,1238.2,1238200,8.20E+3,2.71E-2
65,86,151Tb,1238.2,1238200,8.20E+3,2.71E-2
65,85,150Tb,1230,1230000,8.20E+3,4.91E-2
65,85,150Tb,1230,1230000,8.20E+3,4.91E-2
65,88,153Tb,1254.6,1254600,8.20E+3,2.58E-2
65,87,152Tb,1246.4,1246400,8.20E+3,2.63E-1
65,87,152Tb,1246.4,1246400,8.20E+3,2.63E-1
65,89,154Tb,1261.26,1261260,8.19E+3,2.94E-1
65,89,154Tb,1261.26,1261260,8.19E+3,2.94E-1
65,89,154Tb,1261.26,1261260,8.19E+3,2.94E-1
65,91,156Tb,1277.64,1277640,8.19E+3,2.42E-2
65,91,156Tb,1277.64,1277640,8.19E+3,2.42E-2
65,91,156Tb,1277.64,1277640,8.19E+3,2.42E-2
65,90,155Tb,1271,1271000,8.20E+3,6.34E-2
65,93,158Tb,1292.44,1292440,8.18E+3,8.00E-3
65,93,158Tb,1292.44,1292440,8.18E+3,8.00E-3
65,92,157Tb,1285.83,1285830,8.19E+3,6.50E-3
65,95,160Tb,1307.2,1307200,8.17E+3,6.90E-3
65,94,159Tb,1300.62,1300620,8.18E+3,6.90E-3
65,97,162Tb,1321.92,1321920,8.16E+3,1.27E-2
65,97,162Tb,1321.92,1321920,8.16E+3,1.27E-2
65,96,161Tb,1315.37,1315370,8.17E+3,7.60E-3
65,99,164Tb,1333.32,1333320,8.13E+3,1.14E-2
65,99,164Tb,1333.32,1333320,8.13E+3,1.14E-2
65,98,163Tb,1328.45,1328450,8.15E+3,2.48E-2
65,70,135Tb,1070.55,1070550,7.93E+3,3
65,73,138Tb,1105.38,1105380,8.01E+3,2
65,75,140Tb,1128.4,1128400,8.06E+3,5.71
65,74,139Tb,1118.95,1118950,8.05E+3,2
65,77,142Tb,1151.62,1151620,8.11E+3,4.93
65,77,142Tb,1151.62,1151620,8.11E+3,4.93
65,76,141Tb,1140.69,1140690,8.09E+3,7.46E-1
65,79,144Tb,1173.6,1173600,8.15E+3,1.94E-1
65,79,144Tb,1173.6,1173600,8.15E+3,1.94E-1
65,78,143Tb,1162.59,1162590,8.13E+3,3.58E-1
65,78,143Tb,1162.59,1162590,8.13E+3,3.58E-1
66,75,141Dy,1130.82,1130820,8.02E+3,2
66,76,142Dy,1144.52,1144520,8.06E+3,5
66,73,139Dy,1107.83,1107830,7.97E+3,4
66,74,140Dy,1120,1120000,8.00E+3,3
66,79,145Dy,1175.95,1175950,8.11E+3,4.50E-2
66,79,145Dy,1175.95,1175950,8.11E+3,4.50E-2
66,77,143Dy,1154.01,1154010,8.07E+3,9.12E-2
66,77,143Dy,1154.01,1154010,8.07E+3,9.12E-2
66,78,144Dy,1166.4,1166400,8.10E+3,4.97E-2
66,82,148Dy,1210.64,1210640,8.18E+3,5.89E-2
66,83,149Dy,1217.33,1217330,8.17E+3,6.16E-2
66,83,149Dy,1217.33,1217330,8.17E+3,6.16E-2
66,80,146Dy,1188.44,1188440,8.14E+3,4.59E-2
66,80,146Dy,1188.44,1188440,8.14E+3,4.59E-2
66,81,147Dy,1198.05,1198050,8.15E+3,6.02E-2
66,81,147Dy,1198.05,1198050,8.15E+3,6.02E-2
66,86,152Dy,1244.88,1244880,8.19E+3,3.02E-2
66,87,153Dy,1251.54,1251540,8.18E+3,2.62E-2
66,84,150Dy,1227,1227000,8.18E+3,2.88E-2
66,85,151Dy,1235.18,1235180,8.18E+3,2.14E-2
66,88,154Dy,1261.26,1261260,8.19E+3,4.83E-2
66,89,155Dy,1267.9,1267900,8.18E+3,6.22E-2
66,90,156Dy,1277.64,1277640,8.19E+3,6.30E-3
66,93,159Dy,1300.62,1300620,8.18E+3,9.10E-3
66,94,160Dy,1308.8,1308800,8.18E+3,4.40E-3
66,91,157Dy,1284.26,1284260,8.18E+3,3.28E-2
66,92,158Dy,1294.02,1294020,8.19E+3,1.48E-2
66,97,163Dy,1330.08,1330080,8.16E+3,4.30E-3
66,98,164Dy,1336.6,1336600,8.15E+3,4.20E-3
66,95,161Dy,1315.37,1315370,8.17E+3,4.30E-3
66,96,162Dy,1323.54,1323540,8.17E+3,4.30E-3
66,99,165Dy,1343.1,1343100,8.14E+3,4.20E-3
66,99,165Dy,1343.1,1343100,8.14E+3,4.20E-3
66,110,176Dy,1400.96,1400960,7.96E+3,3
66,102,168Dy,1362.48,1362480,8.11E+3,8.33E-1
66,101,167Dy,1356.04,1356040,8.12E+3,2.40E-2
66,100,166Dy,1349.58,1349580,8.13E+3,4.79E-3
66,106,172Dy,1382.88,1382880,8.04E+3,2
66,106,172Dy,1382.88,1382880,8.04E+3,2
66,105,171Dy,1378.26,1378260,8.06E+3,1
66,104,170Dy,1373.6,1373600,8.08E+3,1
66,103,169Dy,1367.21,1367210,8.09E+3,1.77
66,109,175Dy,1396.5,1396500,7.98E+3,3
66,108,174Dy,1393.74,1393740,8.01E+3,3
66,107,173Dy,1387.46,1387460,8.02E+3,2
67,73,140Ho,1106,1106000,7.90E+3,4
67,76,143Ho,1142.57,1142570,7.99E+3,2
67,77,144Ho,1153.44,1153440,8.01E+3,5.89E-2
67,74,141Ho,1119.54,1119540,7.94E+3,3
67,75,142Ho,1130.32,1130320,7.96E+3,3
67,78,145Ho,1165.8,1165800,8.04E+3,5.14E-2
67,79,146Ho,1176.76,1176760,8.06E+3,4.51E-2
67,80,147Ho,1189.23,1189230,8.09E+3,3.40E-2
67,83,150Ho,1219.5,1219500,8.13E+3,9.45E-2
67,83,150Ho,1219.5,1219500,8.13E+3,9.45E-2
67,84,151Ho,1229.14,1229140,8.14E+3,5.50E-2
67,84,151Ho,1229.14,1229140,8.14E+3,5.50E-2
67,81,148Ho,1198.8,1198800,8.10E+3,5.66E-1
67,81,148Ho,1198.8,1198800,8.10E+3,5.66E-1
67,82,149Ho,1211.37,1211370,8.13E+3,8.04E-2
67,82,149Ho,1211.37,1211370,8.13E+3,8.04E-2
67,87,154Ho,1255.1,1255100,8.15E+3,5.34E-2
67,87,154Ho,1255.1,1255100,8.15E+3,5.34E-2
67,88,155Ho,1263.25,1263250,8.15E+3,1.12E-1
67,85,152Ho,1237.28,1237280,8.14E+3,8.24E-2
67,85,152Ho,1237.28,1237280,8.14E+3,8.24E-2
67,86,153Ho,1246.95,1246950,8.15E+3,3.31E-2
67,86,153Ho,1246.95,1246950,8.15E+3,3.31E-2
67,89,156Ho,1271.4,1271400,8.15E+3,2.46E-1
67,89,156Ho,1271.4,1271400,8.15E+3,2.46E-1
67,89,156Ho,1271.4,1271400,8.15E+3,2.46E-1
67,90,157Ho,1281.12,1281120,8.16E+3,1.49E-1
67,91,158Ho,1287.7,1287700,8.15E+3,1.71E-1
67,91,158Ho,1287.7,1287700,8.15E+3,1.71E-1
67,91,158Ho,1287.7,1287700,8.15E+3,1.71E-1
67,94,161Ho,1313.76,1313760,8.16E+3,1.34E-2
67,94,161Ho,1313.76,1313760,8.16E+3,1.34E-2
67,95,162Ho,1320.3,1320300,8.15E+3,1.91E-2
67,95,162Ho,1320.3,1320300,8.15E+3,1.91E-2
67,92,159Ho,1297.44,1297440,8.16E+3,1.91E-2
67,92,159Ho,1297.44,1297440,8.16E+3,1.91E-2
67,93,160Ho,1304,1304000,8.15E+3,9.39E-2
67,93,160Ho,1304,1304000,8.15E+3,9.39E-2
67,93,160Ho,1304,1304000,8.15E+3,9.39E-2
67,98,165Ho,1343.1,1343100,8.14E+3,4.79E-3
67,99,166Ho,1349.58,1349580,8.13E+3,4.70E-3
67,99,166Ho,1349.58,1349580,8.13E+3,4.70E-3
67,96,163Ho,1328.45,1328450,8.15E+3,4.30E-3
67,96,163Ho,1328.45,1328450,8.15E+3,4.30E-3
67,97,164Ho,1334.96,1334960,8.14E+3,8.50E-3
67,97,164Ho,1334.96,1334960,8.14E+3,8.50E-3
67,101,168Ho,1362.48,1362480,8.11E+3,1.78E-1
67,101,168Ho,1362.48,1362480,8.11E+3,1.78E-1
67,100,167Ho,1357.71,1357710,8.13E+3,3.11E-2
67,103,170Ho,1375.3,1375300,8.09E+3,2.94E-1
67,103,170Ho,1375.3,1375300,8.09E+3,2.94E-1
67,102,169Ho,1368.9,1368900,8.10E+3,1.18E-1
67,105,172Ho,1386.32,1386320,8.06E+3,1
67,104,171Ho,1381.68,1381680,8.08E+3,3.5
67,107,174Ho,1397.22,1397220,8.03E+3,2
67,106,173Ho,1392.65,1392650,8.05E+3,2
67,109,176Ho,1406.24,1406240,7.99E+3,3
67,108,175Ho,1401.75,1401750,8.01E+3,2
67,110,177Ho,1412.46,1412460,7.98E+3,3
67,111,178Ho,1415.1,1415100,7.95E+3,3
68,108,176Er,1413.28,1413280,8.03E+3,2
68,107,175Er,1407,1407000,8.04E+3,2
68,106,174Er,1402.44,1402440,8.06E+3,2
68,106,174Er,1402.44,1402440,8.06E+3,2
68,105,173Er,1396.11,1396110,8.07E+3,1
68,104,172Er,1391.48,1391480,8.09E+3,2.30E-2
68,103,171Er,1383.39,1383390,8.09E+3,8.20E-3
68,102,170Er,1378.7,1378700,8.11E+3,8.20E-3
68,101,169Er,1370.59,1370590,8.11E+3,1.80E-3
68,100,168Er,1364.16,1364160,8.12E+3,1.60E-3
68,109,177Er,1417.77,1417770,8.01E+3,3
68,112,180Er,1432.8,1432800,7.96E+3,3
68,111,179Er,1426.63,1426630,7.97E+3,3
68,110,178Er,1422.22,1422220,7.99E+3,3
68,78,146Er,1169.46,1169460,8.01E+3,4.59E-2
68,77,145Er,1155.65,1155650,7.97E+3,1
68,77,145Er,1155.65,1155650,7.97E+3,1
68,76,144Er,1144.8,1144800,7.95E+3,1
68,75,143Er,1131.13,1131130,7.91E+3,3
68,79,147Er,1178.94,1178940,8.02E+3,2.59E-1
68,79,147Er,1178.94,1178940,8.02E+3,2.59E-1
68,81,149Er,1202.43,1202430,8.07E+3,1.87E-1
68,81,149Er,1202.43,1202430,8.07E+3,1.87E-1
68,80,148Er,1191.4,1191400,8.05E+3,6.92E-2
68,85,153Er,1240.83,1240830,8.11E+3,6.07E-2
68,84,152Er,1232.72,1232720,8.11E+3,5.81E-2
68,83,151Er,1223.1,1223100,8.10E+3,1.09E-1
68,83,151Er,1223.1,1223100,8.10E+3,1.09E-1
68,82,150Er,1215,1215000,8.10E+3,1.14E-1
68,89,157Er,1276.41,1276410,8.13E+3,1.68E-1
68,88,156Er,1269.84,1269840,8.14E+3,1.57E-1
68,87,155Er,1258.6,1258600,8.12E+3,3.92E-2
68,86,154Er,1252.02,1252020,8.13E+3,3.22E-2
68,92,160Er,1304,1304000,8.15E+3,1.51E-1
68,91,159Er,1294.26,1294260,8.14E+3,2.29E-2
68,90,158Er,1286.12,1286120,8.14E+3,1.59E-1
68,96,164Er,1334.96,1334960,8.14E+3,4.30E-3
68,95,163Er,1326.82,1326820,8.14E+3,2.84E-2
68,94,162Er,1320.3,1320300,8.15E+3,4.70E-3
68,93,161Er,1310.54,1310540,8.14E+3,5.45E-2
68,99,167Er,1357.71,1357710,8.13E+3,1.70E-3
68,99,167Er,1357.71,1357710,8.13E+3,1.70E-3
68,98,166Er,1351.24,1351240,8.14E+3,2.00E-3
68,97,165Er,1341.45,1341450,8.13E+3,5.60E-3
69,75,144Tm,1130.4,1130400,7.85E+3,3
69,79,148Tm,1178.08,1178080,7.96E+3,6.92E-2
69,78,147Tm,1167.18,1167180,7.94E+3,4.65E-2
69,77,146Tm,1154.86,1154860,7.91E+3,1
69,77,146Tm,1154.86,1154860,7.91E+3,1
